demand_id,from_zone_id,to_zone_id,travel_time_auto,travel_time_transit,travel_cost_auto,travel_cost_transit,od_split_rate,trips,geometry
68,46099000100,46099001902,0.14740678717930908,0.9284909168796202,4.482708999003702,3.0,0.03341442556964955,218.6974153533563,"LINESTRING (-96.7258222 43.5837376, -96.712374 43.5086245)"
69,46099000100,46099000401,0.10147360693791029,0.677226891281311,4.044683970109871,3.0,0.03488119125678418,228.2973967756525,"LINESTRING (-96.7258222 43.5837376, -96.6975434 43.5483445)"
70,46099000100,46099000600,0.12014776730263191,0.6416451271859354,3.868662495468091,1.5,0.03472300678381589,227.26207940007498,"LINESTRING (-96.7258222 43.5837376, -96.7246004 43.5379766)"
71,46099000100,46099001901,0.15583442865748826,0.84826472135371,4.51739651065444,3.0,0.017043026036170195,111.54660540673392,"LINESTRING (-96.7258222 43.5837376, -96.720316 43.5178054)"
72,46099000100,46099000300,0.08075382632232725,0.4123687271689578,3.643714628640697,1.5,0.1038273785936902,679.5501928957024,"LINESTRING (-96.7258222 43.5837376, -96.7079476 43.5608629)"
73,46099000100,46099000406,0.12162039996817188,0.8382115122820718,4.135415325820906,3.0,0.024772443044910202,162.13563972893726,"LINESTRING (-96.7258222 43.5837376, -96.6859654 43.541765)"
74,46099000100,46099000405,0.14495712934772995,0.8929831102783954,4.285882970942509,3.0,0.041832479687764636,273.79357955641956,"LINESTRING (-96.7258222 43.5837376, -96.6693704 43.5503127)"
75,46099000100,46099001105,0.23364922771376317,1.3417428837809668,4.89474474036351,3.0,0.023526084256632336,153.97822145965864,"LINESTRING (-96.7258222 43.5837376, -96.8154082 43.5075375)"
76,46099000100,46099001107,0.1679094346549661,1.0565520604345544,4.442816869310783,3.0,0.021057600116054384,137.82199275957595,"LINESTRING (-96.7258222 43.5837376, -96.7900651 43.5244033)"
77,46099000100,46099001804,0.16557639365005797,0.7962073060463558,4.4055474296647175,3.0,0.036242413065796925,237.20659351564086,"LINESTRING (-96.7258222 43.5837376, -96.6737002 43.5265206)"
78,46099000100,46099001001,0.17062569308852166,1.6666666666666667,4.394341842281069,3.0,0.00900142430486406,58.91432207533528,"LINESTRING (-96.7258222 43.5837376, -96.8050218 43.550293)"
79,46099000100,46099010600,0.143623271550327,0.8495885217358453,4.053496526810131,3.0,0.04085141576253227,267.3725161657737,"LINESTRING (-96.7258222 43.5837376, -96.745258 43.5269123)"
80,46099000100,46099000500,0.10991671299282271,0.6561403186207012,3.8055509093520437,1.5,0.04952076478490039,324.1134055171731,"LINESTRING (-96.7258222 43.5837376, -96.7148388 43.5451788)"
81,46099000100,46099000900,0.10444906859790953,0.6763381051331302,3.8989884676057374,3.0,0.037856262115407026,247.76923554533897,"LINESTRING (-96.7258222 43.5837376, -96.7529471 43.5451725)"
82,46099000100,46099001200,0.15194821336666925,0.826153389729343,4.170224129429839,3.0,0.03555809977841437,232.72776304972206,"LINESTRING (-96.7258222 43.5837376, -96.7606216 43.5283122)"
83,46099000100,46099001600,0.14042960212282338,0.7959002433266755,4.010707308869858,3.0,0.028826533913927033,188.66966446665242,"LINESTRING (-96.7258222 43.5837376, -96.7215409 43.5279237)"
84,46099000100,46099001700,0.12868008625399052,0.8458344989661419,4.306847589978884,3.0,0.0173564007584039,113.59764296375353,"LINESTRING (-96.7258222 43.5837376, -96.7068364 43.5270177)"
85,46099000100,46099001801,0.17043119053635167,1.6666666666666667,4.48974790936447,3.0,0.01635874700070009,107.06799911958208,"LINESTRING (-96.7258222 43.5837376, -96.6876373 43.5196324)"
86,46099000100,46099000201,0.08260156348413436,0.8574731648815056,3.7692706951027244,3.0,0.03585275377485669,234.65627345643702,"LINESTRING (-96.7258222 43.5837376, -96.7447999 43.5544923)"
87,46099000100,46099010405,0.13169302911456812,1.202364054283368,4.193262642112057,3.0,0.023836524254068195,156.01005124287633,"LINESTRING (-96.7258222 43.5837376, -96.7814625 43.591029)"
88,46099000100,46099000202,0.11140874128372769,0.8613486965226412,3.930238048179141,3.0,0.020390466512931582,133.4556033271372,"LINESTRING (-96.7258222 43.5837376, -96.7683441 43.5553944)"
89,46099000100,46099000408,0.2093663238760388,1.6666666666666667,4.3400438070616625,3.0,0.010932939920064666,71.55609177682324,"LINESTRING (-96.7258222 43.5837376, -96.6657169 43.5658034)"
90,46099000100,46099001108,0.186282453741927,1.1066464069683142,4.631325450468275,3.0,0.024333558120020353,159.26313789553322,"LINESTRING (-96.7258222 43.5837376, -96.7917235 43.5082124)"
91,46099000100,46099001002,0.14770658404806372,0.9594122970733168,4.258817962926799,3.0,0.03934447748522028,257.5096051407668,"LINESTRING (-96.7258222 43.5837376, -96.7869387 43.5375821)"
92,46099000100,46099000407,0.156206041538828,0.9234611002588213,4.334762635898329,3.0,0.027712202350599163,181.37636438467152,"LINESTRING (-96.7258222 43.5837376, -96.6638811 43.5371365)"
93,46099000100,46099001110,0.19876880824240847,1.0110849927631613,4.705995563682387,3.0,0.01648623910349479,107.9024349323734,"LINESTRING (-96.7258222 43.5837376, -96.7672945 43.5032905)"
94,46099000100,46099001109,0.16170907933374287,0.9632971396236341,4.464709073568429,3.0,0.008989554665784888,58.83663528756209,"LINESTRING (-96.7258222 43.5837376, -96.7719045 43.5216706)"
95,46099000100,46099001805,0.19820230816963688,1.6666666666666667,4.576153516632045,3.0,0.009510760923001264,62.24793024104327,"LINESTRING (-96.7258222 43.5837376, -96.6760919 43.5114283)"
96,46099000100,46099001111,0.18804274159440434,1.6666666666666667,4.594586911688403,3.0,0.015161588749829577,99.23259836763458,"LINESTRING (-96.7258222 43.5837376, -96.812619 43.5305482)"
97,46099000100,46099000702,0.09006948971404856,0.6815286580887057,3.7939168233292024,1.5,0.049477305096854995,323.82896185891593,"LINESTRING (-96.7258222 43.5837376, -96.7375061 43.5458863)"
98,46099000100,46099001112,0.21428345780830693,1.4373899431272998,4.689737470302493,3.0,0.01617314188651448,105.85321364723725,"LINESTRING (-96.7258222 43.5837376, -96.822185 43.5232971)"
99,46099000100,46099001501,0.1651288984653574,0.8410657332008705,4.140728311268356,3.0,0.025374156514168456,166.07385438523255,"LINESTRING (-96.7258222 43.5837376, -96.7380764 43.5157684)"
100,46099000100,46099000701,0.09256086573458057,0.5207276180282561,3.7709916490341495,1.5,0.04296563126220961,281.2100566111619,"LINESTRING (-96.7258222 43.5837376, -96.727535 43.5453421)"
101,46099000100,46099001502,0.1213123872665554,0.7767913858399528,3.8903031680419415,1.5,0.02680900254996351,175.4649216895112,"LINESTRING (-96.7258222 43.5837376, -96.7362052 43.5344669)"
646,46099000201,46099001902,0.1399739824390953,0.8498244364806247,4.072860489676895,3.0,0.02402850617794657,120.38281595151231,"LINESTRING (-96.7447999 43.5544923, -96.712374 43.5086245)"
647,46099000201,46099000401,0.09105366887619319,0.5985604108823154,3.76116103524216,3.0,0.026555239761556375,133.04175120539745,"LINESTRING (-96.7447999 43.5544923, -96.6975434 43.5483445)"
648,46099000201,46099000100,0.08144587802919655,0.7758229901883765,3.765294903784545,3.0,0.03327849330997659,166.7252514829827,"LINESTRING (-96.7447999 43.5544923, -96.7258222 43.5837376)"
649,46099000201,46099000600,0.0778007946244167,0.5629786467869397,3.6409607046718646,1.5,0.029389165998070312,147.23972165033226,"LINESTRING (-96.7447999 43.5544923, -96.7246004 43.5379766)"
650,46099000201,46099001901,0.13294421384414642,0.7695982409547142,3.903594579427975,3.0,0.012955505236001084,64.90708123236543,"LINESTRING (-96.7447999 43.5544923, -96.720316 43.5178054)"
651,46099000201,46099000300,0.09768421524840713,0.8413495734542359,3.8318553571380916,3.0,0.017263548721790384,86.49037909616983,"LINESTRING (-96.7447999 43.5544923, -96.7079476 43.5608629)"
652,46099000201,46099000406,0.12374433561257345,0.7595450318830762,3.9215935106668676,3.0,0.017583253985259742,88.0921024661513,"LINESTRING (-96.7447999 43.5544923, -96.6859654 43.541765)"
