name,node_id,physical_node_id,x_coord,y_coord,route_type,route_id,node_type,directed_route_id,directed_service_id,zone_id,agency_name,geometry,terminal_flag,ctrl_type,agent_type,out_degree,in_degree,degree
1349.2.767253:1;55,1500060,1000007,-96.72551594,43.54486938,3,1349,bus_service_node,1349.2,1349.2:1;55,,Sioux Area Metro,POINT (-96.72551594000001 43.544869379999994),1,,,2.0,2.0,4.0
1349.2.767253:1;7;13;28;31;38;50;55,1500061,1000007,-96.72551594,43.54486938,3,1349,bus_service_node,1349.2,1349.2:1;7;13;28;31;38;50;55,,Sioux Area Metro,POINT (-96.72551594000001 43.544869379999994),1,,,2.0,2.0,4.0
1349.2.767285:1;7;13;28;31;38;50;55,1500062,1000012,-96.75091225,43.54377231,3,1349,bus_service_node,1349.2,1349.2:1;7;13;28;31;38;50;55,,Sioux Area Metro,POINT (-96.75091225 43.543772309999994),0,,,2.0,2.0,4.0
1349.2.767536:1;7;13;28;31;38;50;55,1500063,1000046,-96.75107964,43.5439212,3,1349,bus_service_node,1349.2,1349.2:1;7;13;28;31;38;50;55,,Sioux Area Metro,POINT (-96.75107964 43.5439212),0,,,2.0,2.0,4.0
1349.2.767542:1;7;13;28;31;38;50;55,1500064,1000047,-96.77475687,43.54397839,3,1349,bus_service_node,1349.2,1349.2:1;7;13;28;31;38;50;55,,Sioux Area Metro,POINT (-96.77475687 43.54397839),0,,,2.0,2.0,4.0
1349.2.767557:1;7;13;28;31;38;50;55,1500065,1000048,-96.7915873,43.53709502,3,1349,bus_service_node,1349.2,1349.2:1;7;13;28;31;38;50;55,,Sioux Area Metro,POINT (-96.7915873 43.537095019999995),0,,,2.0,2.0,4.0
1349.2.767569:1;7;13;28;31;38;50;55,1500066,1000049,-96.79089022,43.52785569,3,1349,bus_service_node,1349.2,1349.2:1;7;13;28;31;38;50;55,,Sioux Area Metro,POINT (-96.79089022000001 43.527855689999996),0,,,2.0,2.0,4.0
1350.2.4211583:1;8;15;25;28;34,1500067,1000005,-96.7909195876765,43.5074285179269,3,1350,bus_service_node,1350.2,1350.2:1;8;15;25;28;34,,Sioux Area Metro,POINT (-96.7909195876765 43.5074285179269),0,,,2.0,2.0,4.0
1350.2.4211586:1;8;15;25;28;34,1500068,1000006,-96.7860608297914,43.527071309198895,3,1350,bus_service_node,1350.2,1350.2:1;8;15;25;28;34,,Sioux Area Metro,POINT (-96.78606082979141 43.527071309198895),0,,,2.0,2.0,4.0
1350.2.767270:1;34,1500069,1000009,-96.77159721,43.50468562,3,1350,bus_service_node,1350.2,1350.2:1;34,,Sioux Area Metro,POINT (-96.77159721000001 43.50468562),1,,,2.0,2.0,4.0
1350.2.767270:1;8;15;25;28;34,1500070,1000009,-96.77159721,43.50468562,3,1350,bus_service_node,1350.2,1350.2:1;8;15;25;28;34,,Sioux Area Metro,POINT (-96.77159721000001 43.50468562),1,,,2.0,2.0,4.0
1350.2.767589:1;8;15;25;28;34,1500071,1000050,-96.81083709,43.51443183,3,1350,bus_service_node,1350.2,1350.2:1;8;15;25;28;34,,Sioux Area Metro,POINT (-96.81083709 43.51443183),0,,,2.0,2.0,4.0
